title,funder,type,start,end,award_in_pounds,lead_org,lead_org_dept,lead_org_address,lead_org_postcode,lead_org_region,grant_holder_firstname,grant_holder_othernames,grant_holder_surname,gtr_project_reference,gtr_url
Enhanced degradation of CPPs in flowing water bodies Understanding the contribution of metabolism by freshwater phototrophs and indirect photolysis,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Warwick,School of Life Sciences,"Warwickshire, Coventry, West Midlands, CV4 7AL, West Midlands, United Kingdom",CV4 7AL,West Midlands,Gary,Douglas,Bending,BB/L502418/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502418%2F1
UCL/Bloomsbury DTC GCRF Postdoctoral Fellowships 2016 (pilot),ESRC,DTP,2016-10-01,2017-09-30,700000,University College London,Economics,"Gower Street, London, WC1E 6BT, London, United Kingdom",WC1E 6BT,London,Andrew,,Tolmie,ES/P500653/1,http://gtr.rcuk.ac.uk:80/projects?ref=ES%2FP500653%2F1
Developing Molecular Therapies for Glaucoma using an Ex-Vivo Human Organ Culture System,NC3Rs,DTP,2014-10-01,2017-09-30,90000,University of Liverpool,Institute of Ageing and Chronic Disease,"Senate House, Abercromby Square, Liverpool, L69 3BX, North West, United Kingdom",L69 3BX,North West,Colin,E,Willoughby,NC/L001438/1,http://gtr.rcuk.ac.uk:80/projects?ref=NC%2FL001438%2F1
Functional pharmacology of positive allosteric modulators of Ciscoop ligand gated ion channels,BBSRC,DTP,2014-10-01,2018-09-30,102126,University College London,Neuroscience Physiology and Pharmacology,"Gower Street, London, WC1E 6BT, London, United Kingdom",WC1E 6BT,London,Neil,,Millar,BB/M503083/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM503083%2F1
Industrial CASE Account - Cardiff University 2014,EPSRC,DTP,2014-10-01,2019-09-30,208572,Cardiff University,Registry,"Research & Consultancy, PO Box 923, Cardiff, South Glamorgan, CF10 3TE, Wales, United Kingdom",CF10 3TE,Wales,Janet,,Cormack,EP/M507362/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507362%2F1
Training Grant Oxford Earth,STFC,DTP,2014-10-01,2018-09-30,70867,University of Oxford,Earth Sciences,"University Chest, Wellington Square, Oxford, OX1 2JD, South East, United Kingdom",OX1 2JD,South East,Gideon,,Henderson,ST/M503708/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503708%2F1
Optimisation of hand-held optical switch diagnostics: mathematical modelling underpinning synthetic biology,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Birmingham,School of Mathematics,"Edgbaston Park Road, Edgbaston, B15 2TT, West Midlands, United Kingdom",B15 2TT,West Midlands,David,John,Smith,BB/L015587/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL015587%2F1
Sheffield-2012-DTG-Funding 10 Studentships,NERC,DTP,2012-10-01,2016-09-30,724602,University of Sheffield,Research Finance,"Firth Court, Western Bank, Sheffield, South Yorkshire, S10 2TN, Yorkshire and The Humber, United Kingdom",S10 2TN,Yorkshire and The Humber,Kirsty,Louise,Lindley,NE/K500914/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK500914%2F1
Industrial CASE Account - University of Edinburgh 2014,EPSRC,DTP,2014-10-01,2019-09-30,695240,University of Edinburgh,College of Science and Engineering,"Old College, South Bridge, Mayfield Road, Edinburgh, EH8 9YL, Scotland, United Kingdom",EH8 9YL,Scotland,Julia,Miller,Ferguson,EP/M507398/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507398%2F1
"Integrated Biorefining Research and Technology Club - Royal Holloway, University of London",BBSRC,DTP,2012-10-01,2017-01-31,100173,"Royal Holloway, University of London",Biological Sciences,"Egham Hill, Egham, Surrey, TW20 0EX, South East, United Kingdom",TW20 0EX,South East,Paul,David,Fraser,BB/K500914/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK500914%2F1
Developing an in vitro germinal centre reaction a novel drug discovery tool,BBSRC,DTP,2014-10-01,2019-09-30,94126,University of York,Biology,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,Mark,Christopher,Coles,BB/M503010/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM503010%2F1
Development of a refined model of neuropathic pain: a model without frank nerve injury,NC3Rs,DTP,2014-10-01,2017-09-30,90000,University of Sussex,Brighton and Sussex Medical School,"The Administration, Sussex House, Falmer, Brighton, East Sussex, BN1 9RH, South East, United Kingdom",BN1 9RH,South East,Andrew,,Dilley,NC/L00156X/1,http://gtr.rcuk.ac.uk:80/projects?ref=NC%2FL00156X%2F1
Controlling Aggregation of Bispecific Antibodies in Liquid Formulations,BBSRC,DTP,2014-10-01,2018-09-30,94126,University of Manchester,Chemistry,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,James,,Warwicker,BB/L016494/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016494%2F1
Characterisation of myrosinase producing microorganisms and their potential exploitation in biofumigation systems,BBSRC,DTP,2014-10-01,2019-11-06,94126,Newcastle University,Agriculture Food and Rural Development,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Julia,Mary,Cooper,BB/L016648/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016648%2F1
Cranfield-2012-DTG-Funding 1 Studentship (BESS),NERC,DTP,2013-02-18,2016-08-17,77361,Cranfield University,"School of Water, Energy and Environment","Cranfield, Bedford, Bedfordshire, MK43 0AL, East of England, United Kingdom",MK43 0AL,East of England,Ron,,Corstanje,NE/K501360/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK501360%2F1
Industrial CASE Account - University of Liverpool 2015,EPSRC,DTP,2015-10-01,2020-09-30,242010,University of Liverpool,Graduate School,"Senate House, Abercromby Square, Liverpool, L69 3BX, North West, United Kingdom",L69 3BX,North West,Debbie,,Henderson,EP/N509267/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FN509267%2F1
Computational Fluid Dynamics based Modelling Design and Optimisation of crop stores,BBSRC,DTP,2015-10-01,2019-09-30,95042,Harper Adams University,Engineering,"Harper Adams University, Newport, Shropshire, TF10 8NB, West Midlands, United Kingdom",TF10 8NB,West Midlands,Tomas,,Norton,BB/N504270/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN504270%2F1
BRIC DOCTORATE PROGRAMME Manipulation and exploitation of microRNAs for enhanced recombinant protein production in CHO cells,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Kent,Sch of Biosciences,"The Registry, Canterbury, Kent, CT2 7NZ, South East, United Kingdom",CT2 7NZ,South East,Christopher,Mark,Smales,BB/K020951/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK020951%2F1
[ENVIRONMENT] Understanding the importance of moths as pollinators: an ecological network approach,NERC,DTP,2016-01-04,2017-10-03,24654,Newcastle University,Sch of Biology,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Darren,Mark,Evans,NE/K007394/2,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FK007394%2F2
Training Grant Leicester,STFC,DTP,2014-10-01,2018-09-30,637803,University of Leicester,Physics and Astronomy,"University Road, Leicester, Leicestershire, LE1 7RH, East Midlands, United Kingdom",LE1 7RH,East Midlands,Mark,,Lester,ST/M503605/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503605%2F1
Industrial CASE Account - University of Bristol 2012,EPSRC,DTP,2012-10-01,2017-09-30,741873,University of Bristol,Aerospace Engineering,"Senate House, Bristol, Avon, BS8 1TH, South West, United Kingdom",BS8 1TH,South West,Nick,,Lieven,EP/K504269/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK504269%2F1
Industrial CASE Account - University of Nottingham 2014,EPSRC,DTP,2014-10-01,2019-09-30,347620,University of Nottingham,Research and Graduate Services,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Richard,,Masterman,EP/M507519/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507519%2F1
DTA - Lancaster University,EPSRC,DTP,2013-10-01,2017-09-30,834025,Lancaster University,Computing & Communications,"University House, Lancaster, Lancashire, LA1 4YW, North West, United Kingdom",LA1 4YW,North West,Chris,,Edwards,EP/L504804/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL504804%2F1
Focusing on the mitochondrial expression of TSPO as a marker and promoter of neuroinflammation,BBSRC,DTP,2015-10-01,2019-09-30,103042,Royal Veterinary College,Comparative Biomedical Sciences CBS,"Royal College Street, Camden Town, London, NW1 0TU, London, United Kingdom",NW1 0TU,London,Michelangelo,,Campanella,BB/M017192/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM017192%2F1
Real-time cell metabolism by NMR,BBSRC,DTP,2016-02-01,2020-01-31,95042,University of Birmingham,Cancer Sciences,"Edgbaston Park Road, Edgbaston, B15 2TT, West Midlands, United Kingdom",B15 2TT,West Midlands,Ulrich,L,Gunther,BB/M01584X/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM01584X%2F1
Establishing methods to utilise difficult-to-digest feedstocks for anaerobic digestion.,BBSRC,DTP,2015-10-01,2019-09-30,95042,University of York,Biology,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,James,P.J.,Chong,BB/M015831/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM015831%2F1
DTA - University of Nottingham,EPSRC,DTP,2013-10-01,2017-09-30,2846900,University of Nottingham,Research and Graduate Services,"University Park, Nottingham, Nottinghamshire, NG7 2RD, East Midlands, United Kingdom",NG7 2RD,East Midlands,Richard,,Masterman,EP/L50502X/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL50502X%2F1
NCEO-2013-DTG Funding 2 Studentships,NERC,DTP,2013-10-01,2018-03-31,145742,University of Reading,NERC National Ctr for Earth Observation,"Whiteknights House, PO Box 217, Reading, Berkshire, RG6 6AH, South East, United Kingdom",RG6 6AH,South East,Peter Jan,,van Leeuwen,NE/L501943/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL501943%2F1
Regulation of slow wave activity in human stomach,BBSRC,DTP,2014-10-01,2018-09-30,102126,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,"Mile End Road, London, E1 4NS, London, United Kingdom",E1 4NS,London,Gareth John,,Sanger,BB/M503319/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM503319%2F1
Understanding cellular and mitochondrial protection via topical application to antioxidants,BBSRC,DTP,2015-10-01,2019-09-30,95042,Newcastle University,Institute of Cellular Medicine,"1 Park Terrace, Newcastle Upon Tyne, Tyne and Wear, NE1 7RU, North East, United Kingdom",NE1 7RU,North East,Mark,,Birch-Machin,BB/N503769/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FN503769%2F1
Phase variable epigenetic control of strain fitness of starter cultures and probiotics,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Leicester,Genetics,"University Road, Leicester, Leicestershire, LE1 7RH, East Midlands, United Kingdom",LE1 7RH,East Midlands,Marco Rinaldo,,Oggioni,BB/P504737/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP504737%2F1
Can Tomatoes toughen skin - exploring stilbenes in healthy aging of human skin,BBSRC,DTP,2014-10-01,2018-09-30,94126,John Innes Centre,Metabolic Biology,"Norwich Research Park, Colney, Norwich, Norwich, NR4 7UH, East of England, United Kingdom",NR4 7UH,East of England,Cathie,,Martin,BB/L016834/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL016834%2F1
Industrial CASE Account - University of Leeds 2014,EPSRC,DTP,2014-10-01,2019-09-30,626311,University of Leeds,Research Student Administration,"University of Leeds, Leeds, West Yorkshire, LS2 9JT, Yorkshire and The Humber, United Kingdom",LS2 9JT,Yorkshire and The Humber,Caroline,Fiona,Neave,EP/M507453/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FM507453%2F1
DTA - The University of Manchester,EPSRC,DTP,2012-10-01,2016-09-30,4329260,University of Manchester,Engineering and Physical Sciences,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,Lee,James,Wilkinson,EP/K502947/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK502947%2F1
Developing innovative marker systems for garlic post-harvest quality assessment,BBSRC,DTP,2015-10-01,2019-09-30,95042,Cardiff University,School of Biosciences,"Research & Consultancy, PO Box 923, Cardiff, South Glamorgan, CF10 3TE, Wales, United Kingdom",CF10 3TE,Wales,Hilary Joan,,Rogers,BB/M014967/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM014967%2F1
City University - ESRC Standard Research Transition Standard Competition DTG,ESRC,DTP,2011-04-01,2018-09-30,85141,City University London,Research Grants and Contracts Office,"Northampton Square, London, EC1V 0HB, London, United Kingdom",EC1V 0HB,London,Jeremy,,Barraud,ES/I900489/1,http://gtr.rcuk.ac.uk:80/projects?ref=ES%2FI900489%2F1
"Biomanufacture and characterisation of the of potentially therapeutic glycoprotein, factor H",BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Edinburgh,Sch of Biological Sciences,"Old College, South Bridge, Mayfield Road, Edinburgh, EH8 9YL, Scotland, United Kingdom",EH8 9YL,Scotland,Paul,Nigel,Barlow,BB/K011774/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK011774%2F1
DTA - University of Dundee,EPSRC,DTP,2013-10-01,2017-09-30,373410,University of Dundee,Registry,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Martin,,Glover,EP/L504932/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FL504932%2F1
Industrial CASE Account - Imperial College London 2016,EPSRC,DTP,2016-10-01,2021-09-30,1628600,Imperial College London,Imperial College Business School,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,David,K,Begg,EP/P51052X/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FP51052X%2F1
Training Grant Southampton Maths,STFC,DTP,2014-10-01,2018-09-30,70867,University of Southampton,School of Mathematics,"Administration Building, Highfield, Southampton, Hampshire, SO17 1BJ, South East, United Kingdom",SO17 1BJ,South East,James,Alastair,Vickers,ST/M503782/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FM503782%2F1
In vivo hydrocarbon production: generation of alpha-olefins using a novel peroxygenase P450,BBSRC,DTP,2013-10-01,2017-09-30,93520,University of Manchester,Chemistry,"Oxford Road, Manchester, M13 9PL, North West, United Kingdom",M13 9PL,North West,David,,Leys,BB/K012290/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK012290%2F1
Quota Studentship 2012,STFC,DTP,2012-10-03,2017-10-02,208925,Aberystwyth University,Inst of Mathematical and Physical Sci,"Old College, King Street, Ceredigion, Aberystwyth, Dyfed, SY23 2AX, Wales, United Kingdom",SY23 2AX,Wales,Manuel,,Grande,ST/K501852/1,http://gtr.rcuk.ac.uk:80/projects?ref=ST%2FK501852%2F1
"South West Biosciences: A Doctoral Training Programme for Bioscience students at Bristol, Bath, Cardiff, Exeter and Rothamsted Research",BBSRC,DTP,2015-10-01,2023-09-30,7901420,University of Bristol,Biochemistry,"Senate House, Bristol, Avon, BS8 1TH, South West, United Kingdom",BS8 1TH,South West,R,Leo,Brady,BB/M009122/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FM009122%2F1
DTA - University of Dundee,EPSRC,DTP,2012-10-01,2016-09-30,315188,University of Dundee,Registry,"University of Dundee, Nethergate, DD1 4HN, Scotland, United Kingdom",DD1 4HN,Scotland,Martin,,Glover,EP/K503010/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK503010%2F1
"Competition Doctoral Continuers Grant (Central School of Speech and Drama, University of London)",AHRC,DTP,2010-10-01,2016-07-31,102927,Royal Central Sch of Speech and Drama,Administration,"Embassy Theatre 62-64, Eton Avenue, London, NW3 3HY, London, United Kingdom",NW3 3HY,London,James,,Prince,AH/I504028/1,http://gtr.rcuk.ac.uk:80/projects?ref=AH%2FI504028%2F1
Impact of Three Dimensional Cell Culture on the Phenotype and Developmental Potency of Human Pluripotent Stem Cells,BBSRC,DTP,2014-09-01,2018-08-31,93520,Durham University,Biosciences,"Old Shire Hall, Old Elvet, Durham, County Durham, DH1 3HP, North East, United Kingdom",DH1 3HP,North East,Stefan,,Przyborski,BB/K011405/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK011405%2F1
Exploiting natural product assembly line genomics and synthetic biology for discovery and optimisation of novel agrochemicals,BBSRC,DTP,2013-10-01,2017-09-30,377280,University of Warwick,Chemistry,"Warwickshire, Coventry, West Midlands, CV4 7AL, West Midlands, United Kingdom",CV4 7AL,West Midlands,Gregory,Leonard,Challis,BB/L502017/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502017%2F1
UEA-2013-DTG Funding 10 Studentships,NERC,DTP,2013-10-01,2018-03-31,734241,University of East Anglia,Faculty of Science Research Office,"Earlham Road, Norwich, Norfolk, NR4 7TJ, East of England, United Kingdom",NR4 7TJ,East of England,Melanie,Sarah,Steele,NE/L50158X/1,http://gtr.rcuk.ac.uk:80/projects?ref=NE%2FL50158X%2F1
Novel Approaches to the Production of Mass-Reared Beneficial Arthropods,BBSRC,DTP,2013-09-30,2017-09-29,93520,Harper Adams University,Crops and Environment Sciences,"Harper Adams University, Newport, Shropshire, TF10 8NB, West Midlands, United Kingdom",TF10 8NB,West Midlands,Simon,Robert,Leather,BB/K012223/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FK012223%2F1
Industrial CASE Account - University of Cambridge 2012,EPSRC,DTP,2012-10-01,2017-09-30,1888400,University of Cambridge,Board of Graduate Studies,"Lensfield Road, Cambridge, CB2 1EW, East of England, United Kingdom",CB2 1EW,East of England,Liz,,Heselwood,EP/K504282/1,http://gtr.rcuk.ac.uk:80/projects?ref=EP%2FK504282%2F1
Modulation of TNFR1 and other inflammatory pathways during acute and resolving lung injury,BBSRC,DTP,2013-11-01,2017-10-31,101520,Imperial College London,Dept of Surgery and Cancer,"South Kensington Campus, Exhibition Road, London, SW7 2AZ, London, United Kingdom",SW7 2AZ,London,Masao,,Takata,BB/L502261/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502261%2F1
Structure Activity Relationships in Redox Cycling,BBSRC,DTP,2016-01-01,2017-09-30,53489,Liverpool John Moores University,Computing and Mathematical Sciences,"Egerton Court, No 2 Rodney Street, Liverpool, L3 5UX, North West, United Kingdom",L3 5UX,North West,Steven,D,Webb,BB/L502273/2,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FL502273%2F2
Creation of bioartificial kidney with renal cells primary immortalised or stem as a model of renal transport,BBSRC,DTP,2016-10-01,2020-09-30,96696,Loughborough University,Chemical Engineering,"Loughborough University, Loughborough, Leicestershire, LE11 3TU, East Midlands, United Kingdom",LE11 3TU,East Midlands,Karen,,Coopman,BB/P50483X/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP50483X%2F1
Exploiting adenovirus mechanisms for enhanced recombinant protein production in mammalian cells,BBSRC,DTP,2016-10-01,2020-09-30,96696,University of Oxford,Oncology,"University Chest, Wellington Square, Oxford, OX1 2JD, South East, United Kingdom",OX1 2JD,South East,Leonard,,Seymour,BB/P505031/1,http://gtr.rcuk.ac.uk:80/projects?ref=BB%2FP505031%2F1
"BGP Doctoral 2010 Grant (Royal Holloway, University of London)",AHRC,DTP,2010-10-01,2016-09-30,812619,"Royal Holloway, University of London",The Academic Registrar,"Egham Hill, Egham, Surrey, TW20 0EX, South East, United Kingdom",TW20 0EX,South East,Francesca,,Chiarelli,AH/I507094/1,http://gtr.rcuk.ac.uk:80/projects?ref=AH%2FI507094%2F1
"Collaborative Doctoral 2010 Grant - The Lost Dimension: Medieval Window Lead - A Study of Sources, Craft and Conservation",AHRC,DTP,2010-10-01,2016-07-31,48940,University of York,History of Art,"Heslington, York, North Yorkshire, YO10 5DD, Yorkshire and The Humber, United Kingdom",YO10 5DD,Yorkshire and The Humber,Sarah,,Brown,AH/I506217/1,http://gtr.rcuk.ac.uk:80/projects?ref=AH%2FI506217%2F1
